rank,name,repo,github_url,category,language,stars,forks,open_issues,created,last_update,days_since_update,trend_score,trend_rank,priority,phase,editorial_pick,pub_dev,youtube_signal,yt_search,topics,description,planned_title,slug,status
327,network-checker,mirarr-app/network-checker,https://github.com/mirarr-app/network-checker,Backend/Data,Dart,778,63,1,2026-02-01,2026-07-02,14,778,246,Medium,P5,,,Low,https://www.youtube.com/results?search_query=flutter+network-checker,,,Data & backend in Flutter using network-checker,network-checker,Planned
328,ProxyCloud,code3-dev/ProxyCloud,https://github.com/code3-dev/ProxyCloud,Library/Tooling,Dart,775,88,4,2025-08-10,2026-02-07,159,504,303,Medium,P7,,,Low,https://www.youtube.com/results?search_query=flutter+proxycloud,,"Proxy Cloud is an open-source VPN that’s fast, unlimited, secure, and completely free.",ProxyCloud: a Flutter developer's guide,proxycloud,Planned
329,flutter_apps,pacifio/flutter_apps,https://github.com/pacifio/flutter_apps,UI/Components,Dart,772,170,1,2019-07-10,2021-02-05,1987,193,417,Low,P9,,https://pub.dev/packages/flutter_apps,Low,https://www.youtube.com/results?search_query=flutter+flutter-apps,"beautiful-ui, dart, flutter, flutter-ui, flutter-ui-challenges, ui","A collection of beautiful apps using flutter , inspired by dribble or youtube UI projects :heart: :heart:",Build better Flutter UI with flutter_apps,flutter-apps,Planned
330,thedeck,xajik/thedeck,https://github.com/xajik/thedeck,Library/Tooling,Dart,753,54,0,2025-02-04,2025-02-09,522,188,418,Low,P9,,,Low,https://www.youtube.com/results?search_query=flutter+thedeck,"android, dart, flutter, game, gamedev, gamedevelopment","The Deck: An Open-Source, Cross-Platform, Mobile, Turn by Turn Card Game Engine in Flutter",thedeck: a Flutter developer's guide,thedeck,Planned
331,dough,josiahsrc/dough,https://github.com/josiahsrc/dough,UI/Components,Dart,749,29,7,2020-06-26,2026-01-22,175,487,309,Medium,P7,,https://pub.dev/packages/dough,Low,https://www.youtube.com/results?search_query=flutter+dough,"custom-widget, dart, dough-widget, drag, flutter, flutter-package",This package provides some widgets you can use to create a smooshy UI.,Build better Flutter UI with dough,dough,Planned
332,flutter_projects,brocodev/flutter_projects,https://github.com/brocodev/flutter_projects,UI/Components,Dart,749,192,1,2020-10-08,2025-01-31,531,187,419,Low,P9,,https://pub.dev/packages/flutter_projects,Low,https://www.youtube.com/results?search_query=flutter+flutter-projects,"flutter, flutter-app, flutter-apps, flutter-examples, flutter-ui",This is a set of small projects focused solely on the development of the graphical interface with Flutter,Build better Flutter UI with flutter_projects,flutter-projects,Planned
333,Flutter-Movie,o1298098/Flutter-Movie,https://github.com/o1298098/Flutter-Movie,State management,Dart,738,225,26,2019-06-15,2021-03-17,1947,184,421,Low,P9,,,Low,https://www.youtube.com/results?search_query=flutter+flutter-movie,"android, animation, app, fish-redux, flutter, flutter-examples",😎 🎬 A Flutter movie app build with Fish-Redux and The Movie DB api.,State management in Flutter with Flutter-Movie: a practical guide,flutter-movie,Planned
334,flutter_clean_architecture,ShadyBoukhary/flutter_clean_architecture,https://github.com/ShadyBoukhary/flutter_clean_architecture,UI/Components,Dart,735,177,6,2019-04-29,2026-01-29,168,478,311,Medium,P7,,https://pub.dev/packages/flutter_clean_architecture,Low,https://www.youtube.com/results?search_query=flutter+flutter-clean-architecture,"clean-architecture, clean-code, dart, dart2, dartlang, design-pattern",Clean architecture flutter: A Flutter package that makes it easy and intuitive to implement Uncle Bob's Clean Architecture in Flutter. This package provides bas,Build better Flutter UI with flutter_clean_architecture,flutter-clean-architecture,Planned
335,RestaurantAppUIKit,atornel/RestaurantAppUIKit,https://github.com/atornel/RestaurantAppUIKit,UI/Components,Dart,721,247,4,2020-01-22,2020-04-30,2268,180,422,Low,P9,,,Low,https://www.youtube.com/results?search_query=flutter+restaurantappuikit,"flutter, flutter-apps, flutter-ui, restaurant-app, uikit",Flutter representation of a full Restaurant app UI KIT.,Build better Flutter UI with RestaurantAppUIKit,restaurantappuikit,Planned
336,BiliTV,Hyper-Beast/BiliTV,https://github.com/Hyper-Beast/BiliTV,App/Template,Dart,714,35,32,2026-01-04,2026-05-10,67,607,266,Medium,P6,,,Low,https://www.youtube.com/results?search_query=flutter+bilitv,,一款基于Bilipai开发的哔哩哔哩TV版APP,Inside BiliTV: an open-source Flutter app worth studying,bilitv,Planned
337,openhare,sjjian/openhare,https://github.com/sjjian/openhare,AI/ML,Dart,712,39,9,2023-11-25,2026-06-19,27,712,252,Medium,P6,,,Low,https://www.youtube.com/results?search_query=flutter+openhare,"ai, desktop, mssql, mysql, nl2sql, oracle",AI-powered desktop SQL client. Cross-platform. Built with Flutter.,Add AI to your Flutter app with openhare,openhare,Planned
338,flutter-checkio,designDo/flutter-checkio,https://github.com/designDo/flutter-checkio,State management,Dart,706,148,7,2020-08-16,2022-03-13,1586,176,423,Low,P9,,,Low,https://www.youtube.com/results?search_query=flutter+flutter-checkio,"animation, bloc, dart, flutter, flutter-app, flutter-bloc",How time flies.一款开源习惯打卡APP，流畅的动画体验，Bloc实现状态管理，主题(颜色)切换，字体切换，数据库管理等。,State management in Flutter with flutter-checkio: a practical guide,flutter-checkio,Planned
339,zerker,flutterkit/zerker,https://github.com/flutterkit/zerker,Animation,Dart,701,65,3,2019-08-22,2025-09-02,317,315,373,Low,P8,,,Low,https://www.youtube.com/results?search_query=flutter+zerker,"canvas, flutter, flutter-game, flutter-games, flutter-graphic, fluttercanvas",Zerker is a lightweight and powerful flutter graphic animation library,Beautiful Flutter animations with zerker,zerker,Planned
340,gzx_dropdown_menu,GanZhiXiong/gzx_dropdown_menu,https://github.com/GanZhiXiong/gzx_dropdown_menu,UI/Components,Dart,696,136,20,2019-06-03,2021-04-27,1906,174,424,Low,P9,,https://pub.dev/packages/gzx_dropdown_menu,Low,https://www.youtube.com/results?search_query=flutter+gzx-dropdown-menu,"dart, dropdownmenu, flutter, flutter-package, flutter-widget, gzx-dropdown-menu",自定义功能强大的下拉筛选菜单flutter package，支持iOS和Android,Build better Flutter UI with gzx_dropdown_menu,gzx-dropdown-menu,Planned
341,flutterfx_widgets,flutterfx/flutterfx_widgets,https://github.com/flutterfx/flutterfx_widgets,Animation,Dart,692,86,2,2024-10-01,2026-04-02,105,450,323,Medium,P7,,https://pub.dev/packages/flutterfx_widgets,Low,https://www.youtube.com/results?search_query=flutter+flutterfx-widgets,"animated-widget, animation, flutter, ui-components, ui-design",Collection of animated flutter widgets for busy flutter developers. Copy paste into your app!,Beautiful Flutter animations with flutterfx_widgets,flutterfx-widgets,Planned
342,io_flip,flutter-team-archive/io_flip,https://github.com/flutter-team-archive/io_flip,AI/ML,Dart,691,122,14,2023-02-10,2026-06-04,42,587,274,Medium,P6,,https://pub.dev/packages/io_flip,Low,https://www.youtube.com/results?search_query=flutter+io-flip,,Google I/O 2023 FLIP AI-designed card game built with Flutter & Firebase,Add AI to your Flutter app with io_flip,io-flip,Planned
343,circular_bottom_navigation,benyaminbeyzaie/circular_bottom_navigation,https://github.com/benyaminbeyzaie/circular_bottom_navigation,Animation,Dart,691,100,5,2019-02-12,2024-03-18,850,173,425,Low,P9,,https://pub.dev/packages/circular_bottom_navigation,Low,https://www.youtube.com/results?search_query=flutter+circular-bottom-navigation,"flutter, hacktoberfest, ui",Circular bottom navigation is a bottom navigation library for flutter with circular indicator and cool animations.,Beautiful Flutter animations with circular_bottom_navigation,circular-bottom-navigation,Planned
344,ContraFlutterKit,nathansdev/ContraFlutterKit,https://github.com/nathansdev/ContraFlutterKit,UI/Components,Dart,689,86,0,2020-04-24,2024-06-14,762,172,426,Low,P9,,,Low,https://www.youtube.com/results?search_query=flutter+contraflutterkit,"android, awesome-list, contra-wireframe-kit, dart, design, flutter",A Flutter UI kit with 50 plus screens for beginners to learn.,Build better Flutter UI with ContraFlutterKit,contraflutterkit,Planned
345,langchain_dart,davidmigloz/langchain_dart,https://github.com/davidmigloz/langchain_dart,AI/ML,Dart,685,155,20,2023-06-03,2026-06-29,17,685,254,Medium,P6,,https://pub.dev/packages/langchain_dart,Low,https://www.youtube.com/results?search_query=flutter+langchain-dart,"ai, dart, flutter, generative-ai, llms, nlp",Build LLM-powered Dart/Flutter applications.,Add AI to your Flutter app with langchain_dart,langchain-dart,Planned
346,adaptive_theme,BirjuVachhani/adaptive_theme,https://github.com/BirjuVachhani/adaptive_theme,UI/Components,Dart,682,47,0,2020-05-03,2025-11-19,239,307,375,Low,P8,,https://pub.dev/packages/adaptive_theme,Low,https://www.youtube.com/results?search_query=flutter+adaptive-theme,"adaptive, flutter, flutter-package, flutter-ui, flutter-widget, hacktoberfest",Easiest way to add support for light and dark theme in your flutter app.,Build better Flutter UI with adaptive_theme,adaptive-theme,Planned
347,flutter_login_signup,TheAlphamerc/flutter_login_signup,https://github.com/TheAlphamerc/flutter_login_signup,UI/Components,Dart,674,298,3,2020-01-29,2021-10-15,1735,168,427,Low,P9,,https://pub.dev/packages/flutter_login_signup,Low,https://www.youtube.com/results?search_query=flutter+flutter-login-signup,"authe, boilerplate-template, flutter-examples, flutter-ui, login, signup-ui",Basic login and signup screen designed in flutter,Build better Flutter UI with flutter_login_signup,flutter-login-signup,Planned
348,scratcher,vintage/scratcher,https://github.com/vintage/scratcher,UI/Components,Dart,669,76,11,2019-07-22,2023-11-24,965,167,428,Low,P9,,,Low,https://www.youtube.com/results?search_query=flutter+scratcher,"flutter, flutter-plugin, flutter-widget",Scratch card widget which temporarily hides content from user.,Build better Flutter UI with scratcher,scratcher,Planned
349,defyxVPN,UnboundTechCo/defyxVPN,https://github.com/UnboundTechCo/defyxVPN,UI/Components,Dart,669,62,37,2025-06-18,2026-07-16,0,669,259,Medium,P6,,,Low,https://www.youtube.com/results?search_query=flutter+defyxvpn,"anticensorship, defyx, outline, psiphon, serverless, vpn","A modern, secure VPN application built with Flutter that provides internet freedom and privacy protection.",Build better Flutter UI with defyxVPN,defyxvpn,Planned
350,airdash,simonbengtsson/airdash,https://github.com/simonbengtsson/airdash,AI/ML,Dart,667,125,18,2022-07-25,2026-02-16,150,434,331,Medium,P7,,,Low,https://www.youtube.com/results?search_query=flutter+airdash,"app-store-connect, file-sharing, file-transfer, firebase-firestore, firebase-functions, flutter",File sharing flutter webrtc app enabling sending files to any device from anywhere,Add AI to your Flutter app with airdash,airdash,Planned
351,IntroViews-Flutter,aagarwal1012/IntroViews-Flutter,https://github.com/aagarwal1012/IntroViews-Flutter,Animation,Dart,666,140,16,2018-06-11,2023-10-11,1009,166,429,Low,P9,,,Low,https://www.youtube.com/results?search_query=flutter+introviews-flutter,"dart, flutter, flutter-package, hacktoberfest, intro-screen, intro-views",☀️ A Flutter package for some material design app intro screens with some cool animations.,Beautiful Flutter animations with IntroViews-Flutter,introviews-flutter,Planned
352,appflowy-editor,AppFlowy-IO/appflowy-editor,https://github.com/AppFlowy-IO/appflowy-editor,UI/Components,Dart,666,316,149,2023-01-31,2026-07-07,9,666,260,Medium,P6,,,Low,https://www.youtube.com/results?search_query=flutter+appflowy-editor,"flutter, flutter-apps, flutter-examples, flutter-package, flutter-plugin, flutter-widget",A highly customizable rich-text editor for Flutter. The AppFlowy Editor project for AppFlowy and beyond.,Build better Flutter UI with appflowy-editor,appflowy-editor,Planned
353,openai,anasfik/openai,https://github.com/anasfik/openai,AI/ML,Dart,665,229,16,2023-01-30,2026-05-28,49,565,276,Medium,P6,,https://pub.dev/packages/openai,Low,https://www.youtube.com/results?search_query=flutter+openai,"ai, dall-e, dall-e-api, dart, dart-library, dart-package","Dart/Flutter SDK for ChatGPT and all OpenAI APIs (GPT, Dall-e..)",Add AI to your Flutter app with openai,openai,Planned
354,giffy_dialog,xsahil03x/giffy_dialog,https://github.com/xsahil03x/giffy_dialog,Animation,Dart,660,131,4,2019-01-17,2024-11-16,607,165,430,Low,P9,,https://pub.dev/packages/giffy_dialog,Low,https://www.youtube.com/results?search_query=flutter+giffy-dialog,"animation, dart2, dialog, flare, flare-animation, flare-flutter",A Flutter package for a quick and handy giffy dialog.,Beautiful Flutter animations with giffy_dialog,giffy-dialog,Planned
355,shots-studio,AnsahMohammad/shots-studio,https://github.com/AnsahMohammad/shots-studio,AI/ML,Dart,657,38,32,2025-05-17,2026-04-14,93,427,334,Medium,P7,,,Low,https://www.youtube.com/results?search_query=flutter+shots-studio,"ai, flutter, screenshots",An AI Powered Screenshot manager for Android,Add AI to your Flutter app with shots-studio,shots-studio,Planned
356,Prism,Hash-Studios/Prism,https://github.com/Hash-Studios/Prism,AI/ML,Dart,651,148,40,2020-04-13,2026-06-11,35,553,280,Medium,P6,,,Low,https://www.youtube.com/results?search_query=flutter+prism,"ai, android, app, dart, flutter, flutter-apps","Prism is an open-source Flutter wallpapers and home screen setups app for Android and iOS, with community uploads, curated collections, and AI wallpaper generat",Add AI to your Flutter app with Prism,prism,Planned
357,components,skynexui/components,https://github.com/skynexui/components,UI/Components,TypeScript,648,39,15,2021-08-31,2022-03-20,1579,162,431,Low,P9,,,Low,https://www.youtube.com/results?search_query=flutter+components,"cross-platform, dart, flutter, javascript, nextjs, react",⚛️  Deliver UI for Web and Mobile platforms without taking care about complexity on how to style there. It's based in React and Flutter and uses the core of CSS,Build better Flutter UI with components,components,Planned
358,wolt_modal_sheet,woltapp/wolt_modal_sheet,https://github.com/woltapp/wolt_modal_sheet,Animation,Dart,641,90,62,2023-06-09,2025-08-08,342,288,383,Low,P8,,https://pub.dev/packages/wolt_modal_sheet,Low,https://www.youtube.com/results?search_query=flutter+wolt-modal-sheet,"dart, flutter, hactoberfest","This package provides a responsive modal with multiple pages, motion animation for page transitions, and scrollable content within each page.",Beautiful Flutter animations with wolt_modal_sheet,wolt-modal-sheet,Planned
359,MimikaStudio,BoltzmannEntropy/MimikaStudio,https://github.com/BoltzmannEntropy/MimikaStudio,Backend/Data,Dart,639,85,3,2026-01-26,2026-04-01,106,415,341,Medium,P7,,,Low,https://www.youtube.com/results?search_query=flutter+mimikastudio,"apple-silicon, audio-book-converter, audiobooks, flutter-app, flutter-apps, flutter-examples",MimikaStudio - A local-first application for macOS (Apple Silicon) + Agentic MCP Support,Data & backend in Flutter using MimikaStudio,mimikastudio,Planned
